",Oral mucosal lesion,[Toothache,Mouth pain,Mouth ulcer,Sore throat,Tongue lesions,Lip swelling,Fever,Gum pain,Ear pain,Cough,Bleeding in mouth,Facial pain,],Oral mucosal lesion "
",Open wound due to trauma,[Skin on arm or hand looks infected,Wrist swelling,Shoulder stiffness or tightness,],Open wound due to trauma "
",Intracerebral hemorrhage,[Headache,Dizziness,Weakness,Focal weakness,Nausea,Vomiting,Depressive or psychotic symptoms,Seizures,Diminished vision,Slurring words,Problems with movement,Blindness,],Intracerebral hemorrhage "
",Alzheimer disease,[Disturbance of memory,Depressive or psychotic symptoms,Depression,Problems with movement,Hostile behavior,Delusions or hallucinations,Difficulty speaking,Restlessness,Irregular appearing scalp,Fears and phobias,Muscle cramps, contractures, or spasms,Eye burns or stings,],Alzheimer disease "
",Vaginismus,[Pain during intercourse,Pelvic pain,Vaginal pain,Sharp abdominal pain,Frequent urination,Lower abdominal pain,Vaginal dryness,Vaginal discharge,Suprapubic pain,Painful menstruation,Hot flashes,Heavy menstrual flow,],Vaginismus "
",Systemic lupus erythematosis (SLE),[Sharp chest pain,Ache all over,Joint pain,Knee pain,Leg swelling,Muscle pain,Joint swelling,Focal weakness,Bones are painful,Absence of menstruation,Too little hair,Hand or finger stiffness or tightness,],Systemic lupus erythematosis (SLE) "
",Premature ovarian failure,[Infertility,Unpredictable menstruation,Absence of menstruation,Pelvic pain,Weight gain,Heavy menstrual flow,Hot flashes,Intermenstrual bleeding,Lack of growth,Dry or flaky scalp,Too little hair,Pain during intercourse,],Premature ovarian failure "
",Thoracic outlet syndrome,[Neck pain,Arm pain,Shoulder pain,Loss of sensation,Paresthesia,Sharp chest pain,Weakness,Hand or finger weakness,Back pain,Hand or finger pain,Shoulder weakness,Decreased appetite,],Thoracic outlet syndrome "
",Ganglion cyst,[Knee pain,Leg pain,Wrist pain,Skin growth,Wrist lump or mass,Hand or finger lump or mass,Hand or finger pain,Foot or toe pain,Knee lump or mass,Leg swelling,Knee swelling,Wrist swelling,],Ganglion cyst "
",Dislocation of the knee,[Knee pain,Shoulder pain,Knee swelling,Joint pain,Knee stiffness or tightness,],Dislocation of the knee "
",Crohn disease,[Sharp abdominal pain,Diarrhea,Vomiting,Nausea,Burning abdominal pain,Blood in stool,Rectal bleeding,Pain of the anus,Joint pain,Stomach bloating,Heartburn,Regurgitation,],Crohn disease "
",Postoperative infection,[Fever,Abnormal appearing skin,Sharp abdominal pain,Skin on leg or foot looks infected,Skin swelling,Fluid retention,Leg swelling,Skin on arm or hand looks infected,Jaw swelling,Recent pregnancy,Fluid in ear,Irregular belly button,],Postoperative infection "
",Folate deficiency,[Shortness of breath,Sharp chest pain,Sharp abdominal pain,Weakness,Difficulty breathing,Fatigue,Vomiting blood,Melena,Delusions or hallucinations,Joint pain,Problems during pregnancy,Increased heart rate,],Folate deficiency "
",Fluid overload,[Shortness of breath,Peripheral edema,Sharp abdominal pain,Fluid retention,Leg swelling,Nausea,Difficulty breathing,Vomiting,Weakness,Cough,Sharp chest pain,Hand or finger swelling,],Fluid overload "
",Atrial flutter,[Irregular heartbeat,Increased heart rate,Palpitations,Shortness of breath,Sharp chest pain,Difficulty breathing,Dizziness,Fatigue,Chest tightness,Frequent urination,Swollen lymph nodes,Feeling hot,],Atrial flutter "
",Skin disorder,[Skin lesion,Abnormal appearing skin,Skin rash,Skin moles,Skin growth,Skin swelling,Itching of skin,Acne or pimples,Skin dryness, peeling, scaliness, or roughness,Irregular appearing scalp,Warts,Skin irritation,],Skin disorder "
",Floaters,[Spots or clouds in vision,Diminished vision,Lacrimation,Pain in eye,Symptoms of eye,Itchiness of eye,Eye burns or stings,Foreign body sensation in eye,],Floaters "
",Tooth disorder,[Toothache,Facial pain,Gum pain,Ear pain,Headache,Mouth pain,Peripheral edema,Jaw swelling,Pain in gums,Bleeding gums,Mouth ulcer,Swollen lymph nodes,],Tooth disorder "
",Heart attack,[Sharp chest pain,Shortness of breath,Chest tightness,Nausea,Arm pain,Fainting,Sweating,Lower body pain,Heartburn,Irregular heartbeat,Burning chest pain,Increased heart rate,],Heart attack "
",Open wound of the abdomen,[Sharp abdominal pain,Irregular belly button,Sweating,Swollen abdomen,Blindness,],Open wound of the abdomen "
",Fracture of the leg,[Hip pain,Leg pain,Knee pain,Ankle pain,Problems with movement,Leg swelling,Knee swelling,Ankle swelling,Leg stiffness or tightness,Leg weakness,Knee weakness,Hip stiffness or tightness,],Fracture of the leg "
",Oral thrush (yeast infection),[Fever,Nasal congestion,Cough,Skin rash,Sore throat,Abnormal appearing tongue,Irritable infant,Mouth ulcer,Diaper rash,Constipation,Tongue lesions,Mouth pain,],Oral thrush (yeast infection) "
",Pityriasis rosea,[Skin rash,Itching of skin,Abnormal appearing skin,Skin swelling,Warts,Vaginal itching,Fears and phobias,Weight gain,Acne or pimples,Excessive appetite,Skin growth,Dry or flaky scalp,],Pityriasis rosea "
",Allergy to animals,[Nasal congestion,Allergic reaction,Itchiness of eye,Cough,Fever,Sore throat,Smoking problems,Acne or pimples,Peripheral edema,Abnormal appearing skin,Cross-eyed,Wrist weakness,],Allergy to animals "
",Orthostatic hypotension,[Dizziness,Fainting,Weakness,Headache,Sharp chest pain,Feeling ill,Fatigue,Irregular heartbeat,Increased heart rate,Hurts to breath,Abnormal involuntary movements,Palpitations,],Orthostatic hypotension "
",Obstructive sleep apnea (OSA),[Abnormal breathing sounds,Apnea,Sleepiness,Difficulty breathing,Fatigue,Insomnia,Shortness of breath,Abnormal involuntary movements,Weight gain,Difficulty in swallowing,Mouth dryness,Sweating,],Obstructive sleep apnea (OSA) "
",Hypokalemia,[Vomiting,Nausea,Sharp abdominal pain,Dizziness,Sharp chest pain,Weakness,Diarrhea,Shortness of breath,Fainting,Fever,Headache,Loss of sensation,],Hypokalemia "
",Psoriasis,[Skin rash,Itching of skin,Skin dryness, peeling, scaliness, or roughness,Skin lesion,Abnormal appearing skin,Itchy scalp,Irregular appearing scalp,Joint pain,Skin moles,Skin growth,Skin swelling,Acne or pimples,],Psoriasis "
",Dislocation of the shoulder,[Shoulder pain,Arm pain,Wrist pain,Shoulder stiffness or tightness,Arm stiffness or tightness,Arm swelling,Redness in or around nose,Neck mass,Leg weakness,Shoulder lump or mass,],Dislocation of the shoulder "
",Intussusception,[Sharp abdominal pain,Vomiting,Diarrhea,Regurgitation,Constipation,Upper abdominal pain,Blood in stool,Nausea,Cross-eyed,Itchy eyelid,Excessive growth,Emotional symptoms,],Intussusception "
",Cervicitis,[Sharp abdominal pain,Vaginal discharge,Pelvic pain,Painful urination,Lower abdominal pain,Burning abdominal pain,Nausea,Vaginal itching,Vaginal pain,Cramps and spasms,Pain during pregnancy,Suprapubic pain,],Cervicitis "
",Abscess of the pharynx,[Sore throat,Fever,Nasal congestion,Cough,Difficulty in swallowing,Ear pain,Headache,Sharp chest pain,Coughing up sputum,Allergic reaction,Feeling ill,Throat swelling,],Abscess of the pharynx "
",Primary thrombocythemia,[Dizziness,Fatigue,Sweating,Flatulence,Rectal bleeding,Fluid retention,Pain of the anus,Joint pain,Muscle pain,Frequent urination,Abusing alcohol,Symptoms of eye,],Primary thrombocythemia "
",Arthritis of the hip,[Hip pain,Leg pain,Low back pain,Back pain,Knee pain,Ache all over,Groin pain,Lower body pain,Problems with movement,Pelvic pain,Joint pain,Hip stiffness or tightness,],Arthritis of the hip "
",Decubitus ulcer,[Skin lesion,Difficulty speaking,Skin on leg or foot looks infected,Skin pain,Incontinence of stool,Penis redness,Disturbance of smell or taste,],Decubitus ulcer "
",Hypernatremia,[Weakness,Difficulty breathing,Fever,Fluid retention,Depressive or psychotic symptoms,Vomiting,Shortness of breath,Ache all over,Apnea,Heavy menstrual flow,Problems with movement,Fainting,],Hypernatremia "
",Sensorineural hearing loss,[Diminished hearing,Plugged feeling in ear,Ringing in ear,Dizziness,Ear pain,Nasal congestion,Fluid in ear,Hoarse voice,Redness in ear,Itchy ear(s),Throat feels tight,Neck mass,],Sensorineural hearing loss "
",Chronic ulcer,[Skin lesion,Skin on leg or foot looks infected,Skin pain,],Chronic ulcer "
",Osteoporosis,[Back pain,Hip pain,Joint pain,Bones are painful,Disturbance of memory,Muscle cramps, contractures, or spasms,Stomach bloating,Leg cramps or spasms,Low back stiffness or tightness,Melena,Excessive urination at night,Early or late onset of menopause,],Osteoporosis "
",Ileus,[Sharp abdominal pain,Vomiting,Nausea,Diarrhea,Constipation,Burning abdominal pain,Stomach bloating,Headache,Side pain,Lower abdominal pain,Upper abdominal pain,Pain of the anus,],Ileus "
",Sickle cell crisis,[Ache all over,Leg pain,Back pain,Sharp chest pain,Arm pain,Hip pain,Low back pain,Sharp abdominal pain,Knee pain,Fever,Vomiting,Burning abdominal pain,],Sickle cell crisis "
",Urethritis,[Painful urination,Penile discharge,Frequent urination,Sharp abdominal pain,Blood in urine,Penis pain,Retention of urine,Pain in testicles,Suprapubic pain,Pelvic pain,Vaginal itching,Itching of skin,],Urethritis "
",Prostatitis,[Painful urination,Frequent urination,Retention of urine,Pain in testicles,Blood in urine,Symptoms of prostate,Sharp abdominal pain,Fever,Back pain,Impotence,Lower abdominal pain,Chills,],Prostatitis "
",Otitis externa (swimmer's ear),[Ear pain,Fluid in ear,Redness in ear,Plugged feeling in ear,Fever,Sore throat,Cough,Diminished hearing,Facial pain,Itchy ear(s),Bleeding from ear,Ringing in ear,],Otitis externa (swimmer's ear) "
",Poisoning due to anticonvulsants,[Problems with movement,Seizures,Dizziness,Vomiting,Feeling ill,Depression,Headache,Difficulty speaking,Ringing in ear,Itching of skin,Pain in eye,Slurring words,],Poisoning due to anticonvulsants "
",Testicular torsion,[Pain in testicles,Symptoms of the scrotum and testes,Swelling of scrotum,Sharp abdominal pain,Back pain,Burning abdominal pain,Emotional symptoms,Elbow cramps or spasms,Nailbiting,Itching of scrotum,Elbow weakness,Muscle swelling,],Testicular torsion "
",Tricuspid valve disease,[Anxiety and nervousness,Drainage in throat,Back pain,Excessive growth,Itchy eyelid,Cross-eyed,Wrist weakness,Elbow weakness,Elbow cramps or spasms,Emotional symptoms,Hip stiffness or tightness,Nailbiting,],Tricuspid valve disease "
",Urethral stricture,[Retention of urine,Painful urination,Frequent urination,Suprapubic pain,Involuntary urination,Blood in urine,Symptoms of bladder,Symptoms of prostate,Symptoms of the scrotum and testes,Excessive urination at night,Penis redness,Swelling of scrotum,],Urethral stricture "
",Vitamin D deficiency,[Fatigue,Joint pain,Hot flashes,Weight gain,Skin irritation,Arm stiffness or tightness,Smoking problems,Mouth dryness,Infrequent menstruation,Feeling hot,Melena,Back stiffness or tightness,],Vitamin D deficiency "
",Hydatidiform mole,[Spotting or bleeding during pregnancy,Pain during pregnancy,Problems during pregnancy,Sharp abdominal pain,Low back pain,Nausea,Dizziness,Vomiting,Pelvic pain,Diminished vision,Side pain,Burning abdominal pain,],Hydatidiform mole "
",Pain disorder affecting the neck,[Neck pain,Headache,Back pain,Loss of sensation,Neck stiffness or tightness,Shoulder pain,Low back pain,Dizziness,Arm pain,Paresthesia,Insomnia,Disturbance of memory,],Pain disorder affecting the neck "
",Tuberculosis,[Cough,Shortness of breath,Sweating,Congestion in chest,Hemoptysis,Skin dryness, peeling, scaliness, or roughness,Drainage in throat,Hurts to breath,Itchiness of eye,Back cramps or spasms,Vaginal itching,],Tuberculosis "
",Pelvic fistula,[Vaginal discharge,Dizziness,Rectal bleeding,Back pain,Recent pregnancy,Fainting,Heartburn,Elbow cramps or spasms,Nailbiting,Itching of scrotum,Muscle swelling,Elbow weakness,],Pelvic fistula "
",Acute bronchiolitis,[Cough,Fever,Nasal congestion,Wheezing,Difficulty breathing,Vomiting,Coryza,Shortness of breath,Decreased appetite,Irritable infant,Pulling at ears,Hurts to breath,],Acute bronchiolitis "
",Presbyopia,[Diminished vision,Symptoms of eye,Spots or clouds in vision,Itchiness of eye,Eye redness,Pain in eye,Eye burns or stings,Foreign body sensation in eye,Lacrimation,Abnormal movement of eyelid,Mass on eyelid,Difficulty speaking,],Presbyopia "
",Dementia,[Disturbance of memory,Problems with movement,Dizziness,Depressive or psychotic symptoms,Abnormal involuntary movements,Paresthesia,Hostile behavior,Delusions or hallucinations,Difficulty speaking,Insomnia,Disturbance of smell or taste,Focal weakness,],Dementia "
",Insect bite,[Skin rash,Abnormal appearing skin,Itching of skin,Skin swelling,Skin lesion,Peripheral edema,Hand or finger swelling,Arm swelling,Leg swelling,Swollen eye,Fluid retention,Lip swelling,],Insect bite "
",Paroxysmal ventricular tachycardia,[Shortness of breath,Sharp chest pain,Dizziness,Palpitations,Fainting,Irregular heartbeat,Fatigue,Increased heart rate,Chest tightness,Weight gain,Decreased heart rate,Slurring words,],Paroxysmal ventricular tachycardia "
",Congenital heart defect,[Sharp chest pain,Lack of growth,Lymphedema,Arm swelling,Infant feeding problem,Slurring words,Irregular belly button,Cross-eyed,Neck cramps or spasms,Decreased heart rate,Excessive appetite,Hand or finger stiffness or tightness,],Congenital heart defect "
",Connective tissue disorder,[Joint pain,Skin rash,Fatigue,Foot or toe pain,Fever,Feeling ill,Paresthesia,Ache all over,Arm pain,Headache,Lymphedema,Difficulty in swallowing,],Connective tissue disorder "
",Foreign body in the eye,[Pain in eye,Eye redness,Foreign body sensation in eye,Eye burns or stings,Lacrimation,Symptoms of eye,Swollen eye,Itchiness of eye,White discharge from eye,Abnormal movement of eyelid,Eyelid lesion or rash,Eyelid swelling,],Foreign body in the eye "
",Poisoning due to gas,[Shortness of breath,Cough,Nausea,Headache,Sharp chest pain,Nasal congestion,Dizziness,Difficulty breathing,Sore throat,Wheezing,Fever,Drainage in throat,],Poisoning due to gas "
",Pyogenic skin infection,[Abnormal appearing skin,Skin lesion,Leg pain,Skin rash,Leg swelling,Foot or toe pain,Skin on leg or foot looks infected,Peripheral edema,Skin swelling,Hand or finger swelling,Hand or finger pain,Foot or toe swelling,],Pyogenic skin infection "
",Endometrial hyperplasia,[Vaginal bleeding after menopause,Heavy menstrual flow,Unpredictable menstruation,Involuntary urination,Vaginal discharge,Pelvic pain,Pus in sputum,Muscle swelling,Elbow cramps or spasms,Abnormal size or shape of ear,Back weakness,Low back weakness,],Endometrial hyperplasia "
",Acanthosis nigricans,[Weight gain,Skin lesion,Allergic reaction,Acne or pimples,Infertility,Skin growth,Pain or soreness of breast,Skin moles,Unwanted hair,Fluid retention,Apnea,Warts,],Acanthosis nigricans "
",Central atherosclerosis,[Shortness of breath,Fatigue,Blood in urine,Excessive urination at night,Weight gain,Symptoms of the kidneys,Muscle pain,Irregular heartbeat,Increased heart rate,Hand or finger cramps or spasms,Peripheral edema,Joint pain,],Central atherosclerosis "
",Viral exanthem,[Skin rash,Fever,Cough,Nasal congestion,Vomiting,Abnormal appearing skin,Itching of skin,Decreased appetite,Pulling at ears,Skin swelling,Lip sore,Flu-like syndrome,],Viral exanthem "
",Blastomycosis,[Pain in eye,Shoulder cramps or spasms,Facial pain,Ankle pain,Wrist pain,Pain during pregnancy,Excessive anger,Joint stiffness or tightness,Pain or soreness of breast,Knee lump or mass,Fatigue,Excessive urination at night,],Blastomycosis "
",Noninfectious gastroenteritis,[Vomiting,Diarrhea,Nausea,Sharp abdominal pain,Fever,Burning abdominal pain,Headache,Blood in stool,Decreased appetite,Chills,Fluid retention,Rectal bleeding,],Noninfectious gastroenteritis "
",Benign prostatic hyperplasia (BPH),[Retention of urine,Symptoms of prostate,Frequent urination,Blood in urine,Excessive urination at night,Impotence,Involuntary urination,Symptoms of bladder,Pain in testicles,Hesitancy,Swelling of scrotum,Low urine output,],Benign prostatic hyperplasia (BPH) "
",Menopause,[Hot flashes,Unpredictable menstruation,Sweating,Pelvic pain,Long menstrual periods,Involuntary urination,Vaginal dryness,Vaginal itching,Weight gain,Heavy menstrual flow,Loss of sex drive,Absence of menstruation,],Menopause "
",Primary immunodeficiency,[Fatigue,Cough,Frontal headache,Painful sinuses,Upper abdominal pain,Decreased appetite,Arm stiffness or tightness,Skin irritation,Joint pain,Temper problems,Mouth ulcer,Swollen tongue,],Primary immunodeficiency "
",Ovarian cancer,[Sharp abdominal pain,Decreased appetite,Fluid retention,Regurgitation,Stomach bloating,Groin mass,Symptoms of the kidneys,Difficulty eating,Absence of menstruation,],Ovarian cancer "
",Cataract,[Diminished vision,Spots or clouds in vision,Symptoms of eye,Pain in eye,Lacrimation,Itchiness of eye,Blindness,Foreign body sensation in eye,Eye burns or stings,Double vision,Cloudy eye,Abnormal movement of eyelid,],Cataract "
",Dislocation of the hip,[Hip pain,Knee pain,Leg pain,Back pain,Groin pain,Hip stiffness or tightness,Abusing alcohol,],Dislocation of the hip "
",Spinal stenosis,[Neck pain,Back pain,Low back pain,Shoulder pain,Headache,Leg pain,Arm pain,Loss of sensation,Hip pain,Lower body pain,Problems with movement,Paresthesia,],Spinal stenosis "
",Intestinal obstruction,[Constipation,Sharp abdominal pain,Nausea,Diarrhea,Vomiting,Retention of urine,Burning abdominal pain,Pain of the anus,Stomach bloating,Vomiting blood,Incontinence of stool,Vaginal itching,],Intestinal obstruction "
",Heart contusion,[Apnea,Sharp chest pain,Depression,Fainting,Itchy eyelid,Cross-eyed,Excessive growth,Elbow cramps or spasms,Wrist weakness,Elbow weakness,Hip stiffness or tightness,Nailbiting,],Heart contusion "
",Congenital malformation syndrome,[Lack of growth,Seizures,Gum pain,Diminished hearing,Leg stiffness or tightness,Rib pain,Fluid retention,Ringing in ear,Delusions or hallucinations,Symptoms of the kidneys,Difficulty eating,Groin pain,],Congenital malformation syndrome "
",Sporotrichosis,[Knee pain,Knee swelling,Shoulder cramps or spasms,Ankle pain,Wrist pain,Pain during pregnancy,Joint stiffness or tightness,Excessive anger,Pain or soreness of breast,Knee lump or mass,Facial pain,Pain in eye,],Sporotrichosis "
",Lymphangitis,[Skin on arm or hand looks infected,Neck swelling,Skin on leg or foot looks infected,Skin on head or neck looks infected,Foot or toe lump or mass,Flu-like syndrome,Foot or toe pain,Facial pain,Neck pain,Arm pain,Abnormal appearing skin,Skin irritation,],Lymphangitis "
",Wernicke Korsakoff syndrome,[Depressive or psychotic symptoms,Abusing alcohol,Delusions or hallucinations,Leg pain,Fainting,Hostile behavior,Paresthesia,Arm pain,Anxiety and nervousness,Vomiting blood,Headache,Disturbance of memory,],Wernicke Korsakoff syndrome "
",Intestinal disease,[Sharp abdominal pain,Vomiting,Diarrhea,Regurgitation,Rectal bleeding,Burning abdominal pain,Constipation,Nausea,Upper abdominal pain,Sharp chest pain,Fainting,Weakness,],Intestinal disease "
",Acute bronchitis,[Cough,Nasal congestion,Fever,Sore throat,Shortness of breath,Coryza,Sharp chest pain,Coughing up sputum,Congestion in chest,Headache,Difficulty breathing,Wheezing,],Acute bronchitis "
",Persistent vomiting of unknown cause,[Vomiting,Nausea,Sharp abdominal pain,Diarrhea,Fever,Problems during pregnancy,Headache,Dizziness,Cramps and spasms,Abnormal involuntary movements,Vomiting blood,Decreased appetite,],Persistent vomiting of unknown cause "
",Open wound of the foot,[Foot or toe pain,Skin lesion,Foot or toe swelling,Skin on leg or foot looks infected,Irregular appearing nails,Foot or toe lump or mass,Skin pain,],Open wound of the foot "
",Myocarditis,[Palpitations,Ache all over,Cough,Chest tightness,Fever,Sharp chest pain,Weakness,Diarrhea,Headache,Difficulty breathing,Dizziness,Coughing up sputum,],Myocarditis "
",Preeclampsia,[Headache,Pain during pregnancy,Problems during pregnancy,Sharp abdominal pain,Uterine contractions,Lower abdominal pain,Recent pregnancy,Spots or clouds in vision,Cramps and spasms,Vaginal redness,],Preeclampsia "
",Ischemic heart disease,[Sharp chest pain,Shortness of breath,Difficulty breathing,Palpitations,Dizziness,Fatigue,Chest tightness,Peripheral edema,Lymphedema,Increased heart rate,Muscle pain,Throat feels tight,],Ischemic heart disease "
",Neurofibromatosis,[Headache,Abnormal appearing skin,Abnormal involuntary movements,Diminished hearing,Leg swelling,Incontinence of stool,Leg weakness,Neck mass,Mass on vulva,Warts,Groin mass,Foot or toe lump or mass,],Neurofibromatosis "
",Chickenpox,[Skin rash,Fever,Abnormal appearing skin,Itching of skin,Ache all over,Cough,Skin lesion,Skin swelling,Pain in testicles,Problems during pregnancy,Irritable infant,Eye redness,],Chickenpox "
",Pancreatic cancer,[Sharp abdominal pain,Nausea,Ache all over,Fatigue,Diarrhea,Jaundice,Constipation,Stomach bloating,Arm swelling,Elbow swelling,Irregular appearing scalp,Vomiting blood,],Pancreatic cancer "
",Neuropathy due to drugs,[Loss of sensation,Foot or toe pain,Paresthesia,Problems with movement,Sharp abdominal pain,Cough,Nausea,Weakness,Vomiting,Facial pain,Fatigue,Hand or finger pain,],Neuropathy due to drugs "
",Croup,[Cough,Fever,Difficulty breathing,Nasal congestion,Wheezing,Shortness of breath,Vomiting,Sore throat,Coryza,Hoarse voice,Abnormal breathing sounds,Pulling at ears,],Croup "
",Idiopathic excessive menstruation,[Heavy menstrual flow,Unpredictable menstruation,Pelvic pain,Sharp abdominal pain,Painful menstruation,Long menstrual periods,Intermenstrual bleeding,Blood clots during menstrual periods,Frequent menstruation,Cramps and spasms,Vaginal discharge,Involuntary urination,],Idiopathic excessive menstruation "
",Amblyopia,[Diminished vision,Eye deviation,Pain in eye,Foreign body sensation in eye,Cross-eyed,Spots or clouds in vision,Pus draining from ear,White discharge from eye,Neck stiffness or tightness,Abnormal movement of eyelid,Itchiness of eye,Eye moves abnormally,],Amblyopia "
",Meckel diverticulum,[Upper abdominal pain,Lower abdominal pain,Knee lump or mass,Excessive growth,Pelvic pressure,Vulvar sore,Loss of sex drive,Bedwetting,Neck cramps or spasms,Shoulder swelling,Eye strain,Joint stiffness or tightness,],Meckel diverticulum "
",Dislocation of the wrist,[Arm pain,Elbow pain,Hand or finger swelling,Hand or finger pain,Depression,Arm stiffness or tightness,Wrist pain,Elbow weakness,Wrist weakness,Eye strain,Feeling hot and cold,Nailbiting,],Dislocation of the wrist "
",Ear drum damage,[Ear pain,Diminished hearing,Fluid in ear,Redness in ear,Bleeding from ear,Nasal congestion,Cough,Plugged feeling in ear,Ringing in ear,Pulling at ears,Pus draining from ear,Flu-like syndrome,],Ear drum damage "
",Erectile dysfunction,[Impotence,Retention of urine,Symptoms of prostate,Frequent urination,Blood in urine,Pain in testicles,Loss of sex drive,Excessive urination at night,Involuntary urination,Premature ejaculation,Penis pain,Pain during intercourse,],Erectile dysfunction "
",Temporary or benign blood in urine,[Blood in urine,Sharp abdominal pain,Side pain,Painful urination,Retention of urine,Suprapubic pain,Back pain,Frequent urination,Lower abdominal pain,Involuntary urination,Symptoms of bladder,Regurgitation,],Temporary or benign blood in urine "
",Kidney disease due to longstanding hypertension,[Shortness of breath,Symptoms of the kidneys,Difficulty speaking,Incontinence of stool,Foot or toe cramps or spasms,Unusual color or odor to urine,Excessive appetite,Polyuria,Too little hair,Stuttering or stammering,Feeling cold,],Kidney disease due to longstanding hypertension "
",Chondromalacia of the patella,[Knee pain,Leg pain,Knee swelling,Knee stiffness or tightness,Problems with movement,Knee weakness,Joint pain,Elbow pain,Bones are painful,],Chondromalacia of the patella "
",Onychomycosis,[Skin rash,Irregular appearing nails,Foot or toe pain,Abnormal appearing skin,Diaper rash,Itching of skin,Skin growth,Skin dryness, peeling, scaliness, or roughness,Skin irritation,Skin swelling,Skin on leg or foot looks infected,Too little hair,],Onychomycosis "
",Urethral disorder,[Painful urination,Involuntary urination,Retention of urine,Frequent urination,Sharp abdominal pain,Suprapubic pain,Vomiting,Pelvic pain,Blood in urine,Symptoms of bladder,Side pain,Abusing alcohol,],Urethral disorder "
",Lyme disease,[Fever,Skin rash,Headache,Fatigue,Abnormal appearing skin,Loss of sensation,Depressive or psychotic symptoms,Joint pain,Chills,Hip pain,Hand or finger pain,Symptoms of the face,],Lyme disease "
",Iron deficiency anemia,[Fatigue,Weakness,Dizziness,Heavy menstrual flow,Rectal bleeding,Blood in stool,Weight gain,Melena,Heartburn,Regurgitation,Intermenstrual bleeding,Absence of menstruation,],Iron deficiency anemia "
",Acute respiratory distress syndrome (ARDS),[Shortness of breath,Difficulty breathing,Cough,Sharp chest pain,Depressive or psychotic symptoms,Fever,Wheezing,Hurts to breath,Chest tightness,Chills,Coughing up sputum,Congestion in chest,],Acute respiratory distress syndrome (ARDS) "
",Toxic multinodular goiter,[Fatigue,Abnormal involuntary movements,Double vision,Sweating,Involuntary urination,Abnormal movement of eyelid,Foreign body sensation in eye,Spots or clouds in vision,Leg cramps or spasms,Irregular heartbeat,Sinus congestion,Neck swelling,],Toxic multinodular goiter "
",Open wound of the finger,[Hand or finger pain,Hand or finger swelling,Skin on arm or hand looks infected,Hand or finger stiffness or tightness,],Open wound of the finger "
",Autonomic nervous system disorder,[Leg pain,Loss of sensation,Headache,Skin lesion,Back pain,Fainting,Dizziness,Fatigue,Pupils unequal,Decreased appetite,Peripheral edema,Difficulty in swallowing,],Autonomic nervous system disorder "
",Psychosexual disorder,[Impotence,Premature ejaculation,Loss of sex drive,Depression,Knee pain,Pain during intercourse,Fatigue,Fears and phobias,Problems with orgasm,Muscle pain,Involuntary urination,Symptoms of prostate,],Psychosexual disorder "
",Anemia,[Fatigue,Weakness,Dizziness,Shortness of breath,Nosebleed,Heavy menstrual flow,Melena,Unpredictable menstruation,Vomiting blood,Changes in stool appearance,Recent pregnancy,Too little hair,],Anemia "
",Tendinitis,[Hip pain,Shoulder pain,Knee pain,Wrist pain,Foot or toe pain,Hand or finger pain,Leg pain,Elbow pain,Ankle pain,Arm pain,Hand or finger swelling,Joint pain,],Tendinitis "
",Common cold,[Cough,Sore throat,Fever,Nasal congestion,Coryza,Ear pain,Headache,Vomiting,Wheezing,Congestion in chest,Chills,Flu-like syndrome,],Common cold "
",Amyotrophic lateral sclerosis (ALS),[Weakness,Leg weakness,Difficulty speaking,Problems with movement,Abnormal involuntary movements,Back pain,Difficulty in swallowing,Hand or finger weakness,Leg pain,Muscle weakness,Fatigue,Leg cramps or spasms,],Amyotrophic lateral sclerosis (ALS) "
",Central retinal artery or vein occlusion,[Diminished vision,Blindness,Spots or clouds in vision,Symptoms of eye,Pain in eye,Foreign body sensation in eye,Elbow pain,Irregular heartbeat,Eye deviation,Double vision,],Central retinal artery or vein occlusion "
",Paroxysmal supraventricular tachycardia,[Palpitations,Sharp chest pain,Increased heart rate,Irregular heartbeat,Shortness of breath,Dizziness,Weakness,Chest tightness,Symptoms of the face,Sweating,Bladder mass,Involuntary urination,],Paroxysmal supraventricular tachycardia "
",Venous insufficiency,[Skin lesion,Leg swelling,Leg pain,Peripheral edema,Abnormal appearing skin,Leg cramps or spasms,Fluid retention,Lymphedema,Skin on leg or foot looks infected,Ankle swelling,Poor circulation,Burning chest pain,],Venous insufficiency "
",Trichomonas infection,[Vaginal discharge,Sharp abdominal pain,Vomiting,Pelvic pain,Painful urination,Nausea,Lower abdominal pain,Vaginal itching,Burning abdominal pain,Side pain,Pain during pregnancy,Unpredictable menstruation,],Trichomonas infection "
",Acne,[Acne or pimples,Skin rash,Abnormal appearing skin,Skin moles,Skin swelling,Skin growth,Warts,Skin dryness, peeling, scaliness, or roughness,Too little hair,Irregular appearing scalp,Nose deformity,Long menstrual periods,],Acne "
",Depression,[Depression,Depressive or psychotic symptoms,Anxiety and nervousness,Insomnia,Abusing alcohol,Drug abuse,Delusions or hallucinations,Excessive anger,Disturbance of memory,Low self-esteem,Hostile behavior,Temper problems,],Depression "
",Drug abuse,[Drug abuse,Depressive or psychotic symptoms,Depression,Abusing alcohol,Anxiety and nervousness,Delusions or hallucinations,Antisocial behavior,Sweating,Hostile behavior,Excessive anger,Fears and phobias,Smoking problems,],Drug abuse "
